情景编号,天气序列,是否成功,到达日,在线终端财富,Oracle终端财富,Regret
900,HHHSSSSSHH,True,3,9190.0,9265.0,75.0
901,HHHSSSSHSS,True,3,9190.0,9265.0,75.0
902,HHHSSSSHSH,True,3,9190.0,9265.0,75.0
903,HHHSSSSHHS,True,3,9190.0,9265.0,75.0
904,HHHSSSSHHH,True,3,9190.0,9265.0,75.0
905,HHHSSSHSSS,True,3,9190.0,9265.0,75.0
906,HHHSSSHSSH,True,3,9190.0,9265.0,75.0
907,HHHSSSHSHS,True,3,9190.0,9265.0,75.0
908,HHHSSSHSHH,True,3,9190.0,9265.0,75.0
909,HHHSSSHHSS,True,3,9190.0,9265.0,75.0
910,HHHSSSHHSH,True,3,9190.0,9265.0,75.0
911,HHHSSSHHHS,True,3,9190.0,9265.0,75.0
912,HHHSSSHHHH,True,3,9190.0,9265.0,75.0
913,HHHSSHSSSS,True,3,9190.0,9240.0,50.0
914,HHHSSHSSSH,True,3,9190.0,9240.0,50.0
915,HHHSSHSSHS,True,3,9190.0,9240.0,50.0
916,HHHSSHSSHH,True,3,9190.0,9240.0,50.0
917,HHHSSHSHSS,True,3,9190.0,9240.0,50.0
918,HHHSSHSHSH,True,3,9190.0,9240.0,50.0
919,HHHSSHSHHS,True,3,9190.0,9240.0,50.0
920,HHHSSHSHHH,True,3,9190.0,9240.0,50.0
921,HHHSSHHSSS,True,3,9190.0,9240.0,50.0
922,HHHSSHHSSH,True,3,9190.0,9240.0,50.0
923,HHHSSHHSHS,True,3,9190.0,9240.0,50.0
924,HHHSSHHSHH,True,3,9190.0,9240.0,50.0
925,HHHSSHHHSS,True,3,9190.0,9240.0,50.0
926,HHHSSHHHSH,True,3,9190.0,9240.0,50.0
927,HHHSSHHHHS,True,3,9190.0,9240.0,50.0
928,HHHSSHHHHH,True,3,9190.0,9240.0,50.0
929,HHHSHSSSSS,True,3,9190.0,9215.0,25.0
930,HHHSHSSSSH,True,3,9190.0,9215.0,25.0
931,HHHSHSSSHS,True,3,9190.0,9215.0,25.0
932,HHHSHSSSHH,True,3,9190.0,9215.0,25.0
933,HHHSHSSHSS,True,3,9190.0,9215.0,25.0
934,HHHSHSSHSH,True,3,9190.0,9215.0,25.0
935,HHHSHSSHHS,True,3,9190.0,9215.0,25.0
936,HHHSHSSHHH,True,3,9190.0,9215.0,25.0
937,HHHSHSHSSS,True,3,9190.0,9215.0,25.0
938,HHHSHSHSSH,True,3,9190.0,9215.0,25.0
939,HHHSHSHSHS,True,3,9190.0,9215.0,25.0
940,HHHSHSHSHH,True,3,9190.0,9215.0,25.0
941,HHHSHSHHSS,True,3,9190.0,9215.0,25.0
942,HHHSHSHHSH,True,3,9190.0,9215.0,25.0
943,HHHSHSHHHS,True,3,9190.0,9215.0,25.0
944,HHHSHSHHHH,True,3,9190.0,9215.0,25.0
945,HHHSHHSSSS,True,3,9190.0,9215.0,25.0
946,HHHSHHSSSH,True,3,9190.0,9215.0,25.0
947,HHHSHHSSHS,True,3,9190.0,9215.0,25.0
948,HHHSHHSSHH,True,3,9190.0,9215.0,25.0
949,HHHSHHSHSS,True,3,9190.0,9215.0,25.0
950,HHHSHHSHSH,True,3,9190.0,9215.0,25.0
951,HHHSHHSHHS,True,3,9190.0,9215.0,25.0
952,HHHSHHSHHH,True,3,9190.0,9215.0,25.0
953,HHHSHHHSSS,True,3,9190.0,9215.0,25.0
954,HHHSHHHSSH,True,3,9190.0,9215.0,25.0
955,HHHSHHHSHS,True,3,9190.0,9215.0,25.0
956,HHHSHHHSHH,True,3,9190.0,9215.0,25.0
957,HHHSHHHHSS,True,3,9190.0,9215.0,25.0
958,HHHSHHHHSH,True,3,9190.0,9215.0,25.0
959,HHHSHHHHHS,True,3,9190.0,9215.0,25.0
960,HHHSHHHHHH,True,3,9190.0,9215.0,25.0
961,HHHHSSSSSS,True,3,9190.0,9190.0,0.0
962,HHHHSSSSSH,True,3,9190.0,9190.0,0.0
963,HHHHSSSSHS,True,3,9190.0,9190.0,0.0
964,HHHHSSSSHH,True,3,9190.0,9190.0,0.0
965,HHHHSSSHSS,True,3,9190.0,9190.0,0.0
966,HHHHSSSHSH,True,3,9190.0,9190.0,0.0
967,HHHHSSSHHS,True,3,9190.0,9190.0,0.0
968,HHHHSSSHHH,True,3,9190.0,9190.0,0.0
969,HHHHSSHSSS,True,3,9190.0,9190.0,0.0
970,HHHHSSHSSH,True,3,9190.0,9190.0,0.0
971,HHHHSSHSHS,True,3,9190.0,9190.0,0.0
972,HHHHSSHSHH,True,3,9190.0,9190.0,0.0
973,HHHHSSHHSS,True,3,9190.0,9190.0,0.0
974,HHHHSSHHSH,True,3,9190.0,9190.0,0.0
975,HHHHSSHHHS,True,3,9190.0,9190.0,0.0
976,HHHHSSHHHH,True,3,9190.0,9190.0,0.0
977,HHHHSHSSSS,True,3,9190.0,9190.0,0.0
978,HHHHSHSSSH,True,3,9190.0,9190.0,0.0
979,HHHHSHSSHS,True,3,9190.0,9190.0,0.0
980,HHHHSHSSHH,True,3,9190.0,9190.0,0.0
981,HHHHSHSHSS,True,3,9190.0,9190.0,0.0
982,HHHHSHSHSH,True,3,9190.0,9190.0,0.0
983,HHHHSHSHHS,True,3,9190.0,9190.0,0.0
984,HHHHSHSHHH,True,3,9190.0,9190.0,0.0
985,HHHHSHHSSS,True,3,9190.0,9190.0,0.0
986,HHHHSHHSSH,True,3,9190.0,9190.0,0.0
987,HHHHSHHSHS,True,3,9190.0,9190.0,0.0
988,HHHHSHHSHH,True,3,9190.0,9190.0,0.0
989,HHHHSHHHSS,True,3,9190.0,9190.0,0.0
990,HHHHSHHHSH,True,3,9190.0,9190.0,0.0
991,HHHHSHHHHS,True,3,9190.0,9190.0,0.0
992,HHHHSHHHHH,True,3,9190.0,9190.0,0.0
993,HHHHHSSSSS,True,3,9190.0,9190.0,0.0
994,HHHHHSSSSH,True,3,9190.0,9190.0,0.0
995,HHHHHSSSHS,True,3,9190.0,9190.0,0.0
996,HHHHHSSSHH,True,3,9190.0,9190.0,0.0
997,HHHHHSSHSS,True,3,9190.0,9190.0,0.0
998,HHHHHSSHSH,True,3,9190.0,9190.0,0.0
999,HHHHHSSHHS,True,3,9190.0,9190.0,0.0
1000,HHHHHSSHHH,True,3,9190.0,9190.0,0.0
1001,HHHHHSHSSS,True,3,9190.0,9190.0,0.0
1002,HHHHHSHSSH,True,3,9190.0,9190.0,0.0
1003,HHHHHSHSHS,True,3,9190.0,9190.0,0.0
1004,HHHHHSHSHH,True,3,9190.0,9190.0,0.0
1005,HHHHHSHHSS,True,3,9190.0,9190.0,0.0
1006,HHHHHSHHSH,True,3,9190.0,9190.0,0.0
1007,HHHHHSHHHS,True,3,9190.0,9190.0,0.0
1008,HHHHHSHHHH,True,3,9190.0,9190.0,0.0
1009,HHHHHHSSSS,True,3,9190.0,9190.0,0.0
1010,HHHHHHSSSH,True,3,9190.0,9190.0,0.0
1011,HHHHHHSSHS,True,3,9190.0,9190.0,0.0
1012,HHHHHHSSHH,True,3,9190.0,9190.0,0.0
1013,HHHHHHSHSS,True,3,9190.0,9190.0,0.0
1014,HHHHHHSHSH,True,3,9190.0,9190.0,0.0
1015,HHHHHHSHHS,True,3,9190.0,9190.0,0.0
1016,HHHHHHSHHH,True,3,9190.0,9190.0,0.0
1017,HHHHHHHSSS,True,3,9190.0,9190.0,0.0
1018,HHHHHHHSSH,True,3,9190.0,9190.0,0.0
1019,HHHHHHHSHS,True,3,9190.0,9190.0,0.0
1020,HHHHHHHSHH,True,3,9190.0,9190.0,0.0
1021,HHHHHHHHSS,True,3,9190.0,9190.0,0.0
1022,HHHHHHHHSH,True,3,9190.0,9190.0,0.0
1023,HHHHHHHHHS,True,3,9190.0,9190.0,0.0
1024,HHHHHHHHHH,True,3,9190.0,9190.0,0.0
